Organization,Country,Lattitude,Longitude,Industry,Organization size,Owner,Lead acquisition date,Product,Status,Status sequence,Stage,Stage sequence,"Deal Value, $","Probability, %",Expected close date,Actual close date
"Kulas, Cummings and Bechtelar",Netherlands,52.370216,4.895168,Transportation & Logistics,Micro (1-10),Michael Brown,3/6/2024,Services,Opportunity,5,Proposal sent,4,398,1/9/1900,5/19/2024,
Hessel-McClure,Germany,52.520008,13.404954,Professional Services  & Consulting,Micro (1-10),Jessica Martinez,1/15/2024,Services,Opportunity,5,Proposal sent,4,779,2/8/1900,3/11/2024,
Pagac and Sons,Netherlands,52.370216,4.895168,Government Administration Healthcare,Micro (1-10),Jessica Martinez,3/13/2024,Services,Opportunity,5,Proposal sent,4,742,2/28/1900,7/13/2024,
"White, Murazik and Larkin",Italy,41.902782,12.496366,IT & IT Services,Micro (1-10),Laura Thompson,4/3/2024,SAAS,Opportunity,5,Proposal sent,4,396,2/28/1900,11/25/2024,
Pfeffer-Prohaska,Italy,41.902782,12.496366,Telecommunications,Micro (1-10),Kevin Anderson,4/6/2024,SAAS,Opportunity,5,Proposal sent,4,1128,2/28/1900,3/17/2025,
"Hyatt, Hudson and Predovic",Germany,52.520008,13.404954,Transportation & Logistics,Micro (1-10),Kevin Anderson,1/25/2024,Services,Opportunity,5,Proposal sent,4,525,1/19/1900,5/13/2024,
"Maggio, Bartoletti and Hoppe",France,48.864716,2.349014,Professional Services  & Consulting,Micro (1-10),Laura Thompson,2/18/2024,SAAS,Opportunity,5,Proposal sent,4,1157,4/9/1900,9/5/2024,
"Schimmel, Denesik and Schmeler",Germany,52.520008,13.404954,Agriculture & Mining,Micro (1-10),Michael Brown,5/6/2024,Services,Opportunity,5,Proposal sent,4,1102,2/18/1900,7/5/2024,
Schmitt-Bradtke,Portugal,38.736946,-9.142685,Transportation & Logistics,Micro (1-10),Emily Johnson,5/5/2024,SAAS,Opportunity,5,Proposal sent,4,1057,1/19/1900,8/8/2024,
"Wilkinson, Balistreri and Beier",Italy,41.902782,12.496366,Transportation & Logistics,Micro (1-10),Sarah Davis,4/23/2024,SAAS,Opportunity,5,Proposal sent,4,595,2/28/1900,3/17/2025,
Leannon-Romaguera,Portugal,38.736946,-9.142685,Education & Science,Micro (1-10),Michael Brown,4/24/2024,SAAS,Opportunity,5,Proposal sent,4,690,1/9/1900,9/14/2024,
"Jakubowski, Effertz and Lemke",Italy,41.902782,12.496366,IT & IT Services,Micro (1-10),John Smith,5/5/2024,SAAS,Opportunity,5,Proposal sent,4,1133,1/19/1900,1/24/2025,
"Hirthe, Fisher and Dooley",Germany,52.520008,13.404954,Education & Science,Micro (1-10),Laura Thompson,1/30/2024,Custom solution,Opportunity,5,Proposal sent,4,507,2/8/1900,12/20/2024,
Tremblay Inc,Italy,41.902782,12.496366,Energy & Utilities,Micro (1-10),Laura Thompson,5/14/2024,SAAS,Opportunity,5,Proposal sent,4,1059,4/9/1900,3/31/2025,
"Mertz, Adams and Bradtke",Belgium,51.260197,4.402771,IT & IT Services,Micro (1-10),Michael Brown,2/19/2024,Services,Opportunity,5,Proposal sent,4,288,1/29/1900,12/12/2024,
Hermiston LLC,Netherlands,52.370216,4.895168,Government Administration Healthcare,Micro (1-10),Laura Thompson,5/12/2024,Services,Opportunity,5,Proposal sent,4,595,2/28/1900,9/8/2024,
Mayer Group,Netherlands,52.370216,4.895168,Government Administration Healthcare,Micro (1-10),Sarah Davis,5/31/2024,Custom solution,Opportunity,5,Proposal sent,4,335,2/8/1900,2/8/2025,
Wolf-Deckow,Italy,41.902782,12.496366,Telecommunications,Micro (1-10),Sarah Davis,5/2/2024,Services,Opportunity,5,Proposal sent,4,314,3/20/1900,8/19/2024,
"Franecki, Grant and Prosacco",France,48.864716,2.349014,Transportation & Logistics,Micro (1-10),Laura Thompson,1/22/2024,SAAS,Opportunity,5,Proposal sent,4,1031,1/29/1900,3/27/2024,
Batz-Russel,Netherlands,52.370216,4.895168,IT & IT Services,Micro (1-10),Laura Thompson,3/12/2024,Services,Opportunity,5,Proposal sent,4,219,2/8/1900,8/5/2024,
Russel-Stiedemann,Austria,48.210033,16.363449,Transportation & Logistics,Micro (1-10),Kevin Anderson,2/24/2024,Services,Opportunity,5,Proposal sent,4,878,2/8/1900,2/15/2025,
"Zemlak, O'Reilly and Schowalter",Italy,41.902782,12.496366,Banking and Finance,Micro (1-10),Laura Thompson,4/10/2024,SAAS,Opportunity,5,Proposal sent,4,646,2/8/1900,10/1/2024,
Douglas-Wiza,France,48.864716,2.349014,Retail & Distribution,Micro (1-10),Michael Brown,4/5/2024,SAAS,Opportunity,5,Proposal sent,4,1132,2/18/1900,12/10/2024,
"Heidenreich, Murazik and Walsh",Netherlands,52.370216,4.895168,Transportation & Logistics,Micro (1-10),Sarah Davis,2/22/2024,Services,Opportunity,5,Proposal sent,4,970,1/19/1900,8/22/2024,
"Konopelski, McDermott and Wunsch",Portugal,38.736946,-9.142685,Transportation & Logistics,Micro (1-10),Michael Brown,5/25/2024,Services,Opportunity,5,Proposal sent,4,721,3/30/1900,8/16/2024,
"Greenholt, Kirlin and Torphy",Portugal,38.736946,-9.142685,IT & IT Services,Micro (1-10),Laura Thompson,2/22/2024,SAAS,Opportunity,5,Proposal sent,4,788,4/9/1900,6/13/2024,
Skipfire,Spain,40.416775,-3.703790,Transportation & Logistics,Medium (201-500),Kevin Anderson,5/30/2024,Services,Opportunity,5,Proposal sent,4,7039,2/18/1900,7/7/2024,
Buzzshare,Germany,52.520008,13.404954,Telecommunications,Medium (201-500),Laura Thompson,5/8/2024,Services,Opportunity,5,Proposal sent,4,771,1/29/1900,2/3/2025,
Photobean,Germany,52.520008,13.404954,Agriculture & Mining,Medium (201-500),Sarah Davis,4/4/2024,Services,Opportunity,5,Proposal sent,4,5565,1/29/1900,10/12/2024,
Agimba,Austria,48.210033,16.363449,Manufacturing & Production,Medium (201-500),Kevin Anderson,1/9/2024,Custom solution,Opportunity,5,Proposal sent,4,5451,3/30/1900,4/27/2024,
Twitterbridge,France,48.864716,2.349014,Energy & Utilities,Medium (201-500),Emily Johnson,2/3/2024,Custom solution,Opportunity,5,Proposal sent,4,1667,1/29/1900,4/19/2024,
Quamba,Spain,40.416775,-3.703790,Government Administration Healthcare,Medium (201-500),David Wilson,3/23/2024,Custom solution,Opportunity,5,Proposal sent,4,2685,2/28/1900,8/7/2024,
Topiclounge,Italy,41.902782,12.496366,Banking and Finance,Medium (201-500),Michael Brown,2/8/2024,Services,Opportunity,5,Proposal sent,4,6080,4/9/1900,5/10/2024,
Meezzy,Spain,40.416775,-3.703790,Manufacturing & Production,Medium (201-500),Laura Thompson,4/12/2024,SAAS,Opportunity,5,Proposal sent,4,1099,2/28/1900,11/28/2024,
"Nicolas, Champlin and Dietrich",Switzerland,46.204391,6.143158,Education & Science,Medium (201-500),Jessica Martinez,1/27/2024,SAAS,Opportunity,5,Proposal sent,4,7919,1/29/1900,4/14/2024,
"Shanahan, Gislason and Vandervort",Italy,41.902782,12.496366,Professional Services  & Consulting,Medium (201-500),Laura Thompson,5/26/2024,Services,Opportunity,5,Proposal sent,4,5268,3/30/1900,5/10/2025,
"Bogan, Weimann and Rath",Italy,41.902782,12.496366,IT & IT Services,Medium (201-500),Laura Thompson,2/17/2024,Custom solution,Opportunity,5,Proposal sent,4,5597,2/18/1900,5/5/2024,
"Kemmer, O'Hara and DuBuque",Portugal,38.736946,-9.142685,Entertainment & Media & Hospitality,Medium (201-500),David Wilson,3/15/2024,SAAS,Opportunity,5,Proposal sent,4,6927,1/19/1900,11/28/2024,
Kerluke-McKenzie,Austria,48.210033,16.363449,Transportation & Logistics,Medium (201-500),Laura Thompson,5/26/2024,Services,Opportunity,5,Proposal sent,4,7711,1/19/1900,10/3/2024,
"Green, Kuhn and O'Connell",Belgium,51.260197,4.402771,Banking and Finance,Medium (201-500),Jessica Martinez,5/13/2024,SAAS,Opportunity,5,Proposal sent,4,5878,1/29/1900,3/1/2025,
Conroy-Bartoletti,Italy,41.902782,12.496366,Telecommunications,Medium (201-500),Kevin Anderson,5/24/2024,Services,Opportunity,5,Proposal sent,4,7387,2/28/1900,5/22/2025,
Schamberger LLC,Germany,52.520008,13.404954,Entertainment & Media & Hospitality,Medium (201-500),David Wilson,5/26/2024,SAAS,Opportunity,5,Proposal sent,4,3342,2/8/1900,6/27/2024,
Renner Inc,Portugal,38.736946,-9.142685,Manufacturing & Production,Medium (201-500),Sarah Davis,2/13/2024,SAAS,Opportunity,5,Proposal sent,4,771,1/19/1900,10/11/2024,
"McKenzie, Reynolds and Hane",Spain,40.416775,-3.703790,IT & IT Services,Medium (201-500),Sarah Davis,4/3/2024,Services,Opportunity,5,Proposal sent,4,6323,2/8/1900,6/11/2024,
"Schmidt, Hahn and Frami",France,48.864716,2.349014,Manufacturing & Production,Medium (201-500),John Smith,2/19/2024,SAAS,Opportunity,5,Proposal sent,4,2662,2/8/1900,10/6/2024,
Adams Group,France,48.864716,2.349014,Retail & Distribution,Medium (201-500),Laura Thompson,4/12/2024,Services,Opportunity,5,Proposal sent,4,2879,1/29/1900,4/2/2025,
"Beier, Wolf and Schuster",Italy,41.902782,12.496366,Manufacturing & Production,Medium (201-500),Jessica Martinez,3/31/2024,SAAS,Opportunity,5,Proposal sent,4,1235,4/9/1900,3/4/2025,
Flatley Group,France,48.864716,2.349014,Entertainment & Media & Hospitality,Medium (201-500),John Smith,4/10/2024,Services,Opportunity,5,Proposal sent,4,7496,1/29/1900,1/29/2025,
Barton Inc,France,48.864716,2.349014,Banking and Finance,Medium (201-500),Michael Brown,1/9/2024,Services,Opportunity,5,Proposal sent,4,7008,1/29/1900,8/13/2024,
"Skiles, Deckow and Hintz",Italy,41.902782,12.496366,Transportation & Logistics,Medium (201-500),John Smith,2/27/2024,Services,Opportunity,5,Proposal sent,4,613,1/29/1900,7/31/2024,
Upton-Parisian,Italy,41.902782,12.496366,Retail & Distribution,Medium (201-500),Emily Johnson,5/31/2024,SAAS,Opportunity,5,Proposal sent,4,5859,1/29/1900,12/16/2024,
Quigley-Kling,France,48.864716,2.349014,Retail & Distribution,Medium (201-500),Jessica Martinez,3/22/2024,Services,Opportunity,5,Proposal sent,4,5386,2/8/1900,1/9/2025,
Reilly and Sons,Austria,48.210033,16.363449,Education & Science,Medium (201-500),Laura Thompson,4/6/2024,Services,Opportunity,5,Proposal sent,4,5955,1/19/1900,5/11/2024,
Kassulke-Keebler,Spain,40.416775,-3.703790,Entertainment & Media & Hospitality,Medium (201-500),Jessica Martinez,4/7/2024,Services,Opportunity,5,Proposal sent,4,4031,1/19/1900,1/17/2025,
Morar-Berge,Italy,41.902782,12.496366,Manufacturing & Production,Medium (201-500),Jessica Martinez,2/28/2024,SAAS,Opportunity,5,Proposal sent,4,7020,2/8/1900,5/11/2024,
Emard Group,Italy,41.902782,12.496366,Manufacturing & Production,Medium (201-500),Jessica Martinez,2/29/2024,SAAS,Opportunity,5,Proposal sent,4,5759,2/8/1900,2/8/2025,
Nolan Group,Portugal,38.736946,-9.142685,Manufacturing & Production,Medium (201-500),Michael Brown,2/15/2024,SAAS,Opportunity,5,Proposal sent,4,5029,2/8/1900,8/9/2024,
"Stroman, Wehner and Stamm",Italy,41.902782,12.496366,Government Administration Healthcare,Medium (201-500),Laura Thompson,5/11/2024,Custom solution,Opportunity,5,Proposal sent,4,1737,3/20/1900,6/22/2024,
"Doyle, Osinski and Gleichner",France,48.864716,2.349014,Transportation & Logistics,Medium (201-500),David Wilson,5/29/2024,Services,Opportunity,5,Proposal sent,4,5878,4/9/1900,5/4/2025,
"Nader, Steuber and Kulas",Portugal,38.736946,-9.142685,Transportation & Logistics,Medium (201-500),Sarah Davis,3/12/2024,SAAS,Opportunity,5,Proposal sent,4,467,2/8/1900,8/27/2024,
Schmidt-Kunze,Italy,41.902782,12.496366,Manufacturing & Production,Medium (201-500),John Smith,4/25/2024,Custom solution,Opportunity,5,Proposal sent,4,1148,2/28/1900,2/24/2025,
"MacGyver, Moore and Smith",Switzerland,46.204391,6.143158,Banking and Finance,Medium (201-500),Jessica Martinez,2/29/2024,SAAS,Opportunity,5,Proposal sent,4,6322,2/18/1900,8/10/2024,
Quigley Group,Germany,52.520008,13.404954,Government Administration Healthcare,Medium (201-500),Jessica Martinez,4/8/2024,SAAS,Opportunity,5,Proposal sent,4,7667,3/20/1900,6/1/2024,
Lockman Inc,Switzerland,46.204391,6.143158,Professional Services  & Consulting,Medium (201-500),Jessica Martinez,4/5/2024,SAAS,Opportunity,5,Proposal sent,4,4290,1/29/1900,7/6/2024,
"Schmidt, Skiles and Dare",France,48.864716,2.349014,Banking and Finance,Medium (201-500),Laura Thompson,4/4/2024,Services,Opportunity,5,Proposal sent,4,4707,3/10/1900,12/2/2024,
Von LLC,Austria,48.210033,16.363449,Banking and Finance,Medium (201-500),David Wilson,3/10/2024,SAAS,Opportunity,5,Proposal sent,4,459,2/28/1900,7/29/2024,
Ruecker Inc,Germany,52.520008,13.404954,Construction & Engineering,Medium (201-500),Jessica Martinez,2/21/2024,SAAS,Opportunity,5,Proposal sent,4,220,2/8/1900,8/15/2024,
"Heaney, Fadel and Wiegand",Italy,41.902782,12.496366,IT & IT Services,Medium (201-500),Jessica Martinez,3/23/2024,SAAS,Opportunity,5,Proposal sent,4,4663,1/19/1900,7/30/2024,
"Kohler, Dietrich and Bosco",Italy,41.902782,12.496366,IT & IT Services,Medium (201-500),Michael Brown,5/22/2024,Custom solution,Opportunity,5,Proposal sent,4,7228,2/18/1900,6/23/2024,
Stoltenberg-Fahey,Italy,41.902782,12.496366,Retail & Distribution,Medium (201-500),David Wilson,4/26/2024,SAAS,Opportunity,5,Proposal sent,4,1156,1/19/1900,7/5/2024,
Ledner-Lindgren,Italy,41.902782,12.496366,Transportation & Logistics,Medium (201-500),Sarah Davis,3/21/2024,Services,Opportunity,5,Proposal sent,4,4305,3/30/1900,8/31/2024,
Olson LLC,Italy,41.902782,12.496366,Entertainment & Media & Hospitality,Medium (201-500),Sarah Davis,3/6/2024,SAAS,Opportunity,5,Proposal sent,4,3479,1/9/1900,2/2/2025,
"Wunsch, Hegmann and Bradtke",Portugal,38.736946,-9.142685,Government Administration Healthcare,Medium (201-500),Emily Johnson,3/5/2024,Services,Opportunity,5,Proposal sent,4,3733,2/8/1900,7/27/2024,
"Bernier, Stamm and Lemke",Belgium,51.260197,4.402771,Transportation & Logistics,Medium (201-500),Laura Thompson,2/18/2024,Custom solution,Opportunity,5,Proposal sent,4,2926,1/19/1900,1/23/2025,
Mitchell-Veum,Germany,52.520008,13.404954,Energy & Utilities,Medium (201-500),Emily Johnson,4/10/2024,Services,Opportunity,5,Proposal sent,4,6552,2/8/1900,8/6/2024,
"Hayes, Christiansen and Bahringer",France,48.864716,2.349014,Education & Science,Medium (201-500),Laura Thompson,2/15/2024,SAAS,Opportunity,5,Proposal sent,4,2036,3/20/1900,10/6/2024,
Lang and Sons,Portugal,38.736946,-9.142685,Government Administration Healthcare,Medium (201-500),Jessica Martinez,3/30/2024,Services,Opportunity,5,Proposal sent,4,4525,1/29/1900,6/20/2024,
Mills-Ziemann,Austria,48.210033,16.363449,Construction & Engineering,Medium (201-500),Michael Brown,4/27/2024,Services,Opportunity,5,Proposal sent,4,3490,2/8/1900,11/24/2024,
"Hoppe, Becker and Jacobs",Italy,41.902782,12.496366,Education & Science,Medium (201-500),Kevin Anderson,3/6/2024,Custom solution,Opportunity,5,Proposal sent,4,2425,3/10/1900,8/1/2024,
Christiansen-Bechtelar,Germany,52.520008,13.404954,Education & Science,Medium (201-500),Laura Thompson,5/27/2024,SAAS,Opportunity,5,Proposal sent,4,4625,2/8/1900,7/27/2024,
Bartoletti Group,Belgium,51.260197,4.402771,Education & Science,Medium (201-500),Michael Brown,2/20/2024,Services,Opportunity,5,Proposal sent,4,1138,1/19/1900,10/25/2024,
Rippin and Sons,Belgium,51.260197,4.402771,Construction & Engineering,Medium (201-500),David Wilson,4/2/2024,Custom solution,Opportunity,5,Proposal sent,4,3276,4/9/1900,8/8/2024,
Sauer-Huels,Italy,41.902782,12.496366,Transportation & Logistics,Medium (201-500),Jessica Martinez,3/25/2024,SAAS,Opportunity,5,Proposal sent,4,7195,4/9/1900,6/9/2024,
Kerluke-Schuster,Switzerland,46.204391,6.143158,Transportation & Logistics,Medium (201-500),Laura Thompson,5/25/2024,Services,Opportunity,5,Proposal sent,4,4718,2/18/1900,2/25/2025,
King-McKenzie,Italy,41.902782,12.496366,Agriculture & Mining,Medium (201-500),Laura Thompson,1/25/2024,Services,Opportunity,5,Proposal sent,4,729,1/19/1900,9/29/2024,
Langosh-Stark,Germany,52.520008,13.404954,IT & IT Services,Medium (201-500),Laura Thompson,1/31/2024,Services,Opportunity,5,Proposal sent,4,7735,3/20/1900,3/16/2024,
Kreiger Group,Switzerland,46.204391,6.143158,IT & IT Services,Medium (201-500),Jessica Martinez,1/13/2024,Custom solution,Opportunity,5,Proposal sent,4,3872,1/29/1900,10/3/2024,
Livetube,Italy,41.902782,12.496366,IT & IT Services,Large (501-1000),John Smith,4/13/2024,Custom solution,Opportunity,5,Proposal sent,4,9742,2/8/1900,10/25/2024,
Rowe-Jacobs,Portugal,38.736946,-9.142685,Government Administration Healthcare,Large (501-1000),Laura Thompson,4/8/2024,Custom solution,Opportunity,5,Proposal sent,4,3294,2/18/1900,11/30/2024,
Donnelly-Kunze,Spain,40.416775,-3.703790,Professional Services  & Consulting,Large (501-1000),Laura Thompson,3/25/2024,SAAS,Opportunity,5,Proposal sent,4,5135,2/8/1900,12/26/2024,
Batz-Gleichner,Switzerland,46.204391,6.143158,Agriculture & Mining,Large (501-1000),Kevin Anderson,3/31/2024,Services,Opportunity,5,Proposal sent,4,5645,1/19/1900,6/24/2024,
Borer-Aufderhar,Switzerland,46.204391,6.143158,Energy & Utilities,Enterprise (1001+),Michael Brown,3/30/2024,SAAS,Opportunity,5,Proposal sent,4,4228,2/28/1900,7/24/2024,
"Hirthe, Parisian and Pouros",Belgium,51.260197,4.402771,Transportation & Logistics,Enterprise (1001+),Emily Johnson,2/21/2024,Custom solution,Opportunity,5,Proposal sent,4,2633,2/8/1900,12/2/2024,
Murphy Inc,Spain,40.416775,-3.703790,Government Administration Healthcare,Enterprise (1001+),Kevin Anderson,4/2/2024,Services,Opportunity,5,Proposal sent,4,19246,2/8/1900,10/12/2024,
Jabberstorm,France,48.864716,2.349014,IT & IT Services,Small (11-200),Laura Thompson,1/5/2024,Services,Opportunity,5,Won,5,1226,1/19/1900,2/25/2024,
Thoughtsphere,Spain,40.416775,-3.703790,Construction & Engineering,Small (11-200),Kevin Anderson,3/18/2024,SAAS,Opportunity,5,Won,5,1744,1/19/1900,8/21/2024,
Fivebridge,Spain,40.416775,-3.703790,IT & IT Services,Small (11-200),John Smith,1/8/2024,Services,Opportunity,5,Won,5,287,1/19/1900,2/12/2024,
Dabtype,Portugal,38.736946,-9.142685,Transportation & Logistics,Small (11-200),Laura Thompson,5/14/2024,Custom solution,Opportunity,5,Won,5,1501,2/8/1900,12/10/2024,
Corkery LLC,France,48.864716,2.349014,Agriculture & Mining,Small (11-200),Michael Brown,2/19/2024,SAAS,Opportunity,5,Won,5,1440,1/9/1900,12/17/2024,
"Ledner, Koelpin and Rath",Switzerland,46.204391,6.143158,IT & IT Services,Small (11-200),Laura Thompson,4/25/2024,Services,Opportunity,5,Won,5,1915,1/19/1900,7/23/2024,
Walter LLC,Germany,52.520008,13.404954,Entertainment & Media & Hospitality,Small (11-200),Jessica Martinez,4/15/2024,Custom solution,Opportunity,5,Won,5,1029,1/19/1900,2/5/2025,
Runolfsdottir-Kulas,Italy,41.902782,12.496366,Banking and Finance,Small (11-200),John Smith,5/23/2024,Custom solution,Opportunity,5,Won,5,641,2/28/1900,3/11/2025,
Senger LLC,Netherlands,52.370216,4.895168,Transportation & Logistics,Small (11-200),Michael Brown,5/27/2024,Custom solution,Opportunity,5,Won,5,1776,2/28/1900,11/5/2024,
Legros-DuBuque,France,48.864716,2.349014,IT & IT Services,Small (11-200),Emily Johnson,3/20/2024,SAAS,Opportunity,5,Won,5,1464,2/28/1900,9/9/2024,
Mertz Group,Italy,41.902782,12.496366,Transportation & Logistics,Small (11-200),Michael Brown,5/22/2024,SAAS,Opportunity,5,Won,5,1236,3/30/1900,7/30/2024,
Harber Inc,Germany,52.520008,13.404954,Professional Services  & Consulting,Small (11-200),Sarah Davis,3/20/2024,SAAS,Opportunity,5,Won,5,200,1/29/1900,2/14/2025,
"Borer, Durgan and Weber",France,48.864716,2.349014,Entertainment & Media & Hospitality,Small (11-200),Sarah Davis,4/11/2024,Services,Opportunity,5,Won,5,698,2/8/1900,3/20/2025,
Davis-Waelchi,Italy,41.902782,12.496366,Energy & Utilities,Small (11-200),Michael Brown,1/21/2024,SAAS,Opportunity,5,Won,5,1712,2/28/1900,2/28/2024,
"Hessel, Zboncak and Rath",Netherlands,52.370216,4.895168,Entertainment & Media & Hospitality,Small (11-200),John Smith,4/29/2024,SAAS,Opportunity,5,Won,5,726,2/28/1900,3/29/2025,
Harvey Group,Switzerland,46.204391,6.143158,Banking and Finance,Small (11-200),Jessica Martinez,5/7/2024,Custom solution,Opportunity,5,Won,5,292,1/9/1900,6/7/2024,
"Stoltenberg, Gulgowski and Murazik",Belgium,51.260197,4.402771,Transportation & Logistics,Small (11-200),Laura Thompson,5/5/2024,SAAS,Opportunity,5,Won,5,265,1/19/1900,2/27/2025,
Hickle LLC,Portugal,38.736946,-9.142685,Recreation & Sports,Small (11-200),Michael Brown,5/22/2024,SAAS,Opportunity,5,Won,5,424,1/19/1900,11/21/2024,
Miller-Goyette,Netherlands,52.370216,4.895168,Entertainment & Media & Hospitality,Small (11-200),Jessica Martinez,5/26/2024,SAAS,Opportunity,5,Won,5,865,1/19/1900,7/21/2024,
"Ankunding, Mayer and Sanford",Belgium,51.260197,4.402771,Transportation & Logistics,Small (11-200),John Smith,2/2/2024,SAAS,Opportunity,5,Won,5,1284,1/29/1900,1/7/2025,
Anderson Inc,Belgium,51.260197,4.402771,IT & IT Services,Small (11-200),Jessica Martinez,3/8/2024,SAAS,Opportunity,5,Won,5,1573,2/18/1900,9/27/2024,
"Sanford, Koch and Kulas",Netherlands,52.370216,4.895168,Government Administration Healthcare,Small (11-200),John Smith,1/12/2024,SAAS,Opportunity,5,Won,5,799,1/9/1900,7/24/2024,
